tipo,Sale_id,Weekday,product_id,Count,Department,Product_category
38,136019,Friday,3500039372.0,1,HOUSEHOLD CHEMICALS/SUPP,2070.0
37,55418,Saturday,2500005077.0,1,DAIRY,1402.0
39,165197,Wednesday,2685182046.0,1,PETS AND SUPPLIES,3214.0
38,178454,Saturday,6700834701.0,1,CELEBRATION,9504.0
40,79666,Wednesday,6905586799.0,1,PERSONAL CARE,7017.0
40,114460,Tuesday,7985636077.0,1,FABRICS AND CRAFTS,807.0
40,149552,Sunday,7874235187.0,1,DAIRY,1508.0
42,96398,Saturday,4011.0,1,PRODUCE,5501.0
40,85308,Thursday,4900004573.0,2,DSD GROCERY,4611.0
40,96062,Saturday,7418228937.0,1,PERSONAL CARE,3159.0
39,87376,Friday,78630609345.0,1,PETS AND SUPPLIES,5015.0
43,12271,Saturday,30067000524.0,1,PHARMACY OTC,2220.0
39,141652,Saturday,7089718331.0,1,"LIQUOR,WINE,BEER",1201.0
40,60002,Sunday,7013200600.0,1,GROCERY DRY GOODS,2996.0
39,55085,Saturday,3500014424.0,1,PERSONAL CARE,3171.0
40,123065,Wednesday,3076854127.0,1,PHARMACY OTC,901.0
41,60126,Sunday,30521010680.0,1,PERSONAL CARE,9107.0
40,153796,Monday,7874205971.0,1,GROCERY DRY GOODS,3505.0
44,63408,Monday,7682804702.0,3,PERSONAL CARE,9110.0
40,15860,Sunday,78616200151.0,1,DSD GROCERY,9216.0
15,101515,Sunday,3100956289.0,1,FABRICS AND CRAFTS,471.0
8,153958,Monday,3700042902.0,1,HOUSEHOLD CHEMICALS/SUPP,140.0
40,90598,Friday,978163109759.0,1,IMPULSE MERCHANDISE,8904.0
44,100711,Sunday,74759930907.0,1,"CANDY, TOBACCO, COOKIES",87.0
21,163214,Wednesday,7278206755.0,1,OFFICE SUPPLIES,4605.0
40,53028,Saturday,4900002891.0,1,DSD GROCERY,9515.0
38,50522,Saturday,7874235187.0,2,DAIRY,1508.0
18,83738,Thursday,7565600959.0,1,TOYS,1803.0
40,80080,Wednesday,2529300216.0,1,DAIRY,1511.0
7,168617,Thursday,7874298761.0,1,BAKERY,5017.0
27,34464,Wednesday,3700019808.0,1,HOUSEHOLD CHEMICALS/SUPP,8910.0
8,155382,Monday,2500004769.0,1,DAIRY,1407.0
35,131849,Friday,4889.0,1,PRODUCE,7907.0
40,151871,Monday,3800056173.0,1,GROCERY DRY GOODS,3504.0
40,9488,Saturday,7480618950.0,1,"LIQUOR,WINE,BEER",2900.0
39,126192,Thursday,5000017016.0,1,PETS AND SUPPLIES,1946.0
44,25662,Monday,3800078665.0,1,GROCERY DRY GOODS,3555.0
8,91754,Friday,2840043143.0,1,IMPULSE MERCHANDISE,808.0
39,179354,Saturday,501287411411.0,1,BEAUTY,2777.0
37,123180,Wednesday,3338360101.0,1,PRODUCE,4034.0
40,9180,Saturday,25028300000.0,1,BAKERY,2032.0
5,63704,Monday,88438916225.0,1,PHARMACY OTC,3524.0
40,73995,Tuesday,2775502146.0,1,OFFICE SUPPLIES,3701.0
9,86779,Thursday,7919100095.0,1,AUTOMOTIVE,2055.0
40,133179,Friday,61300871512.0,1,DSD GROCERY,3053.0
40,60853,Sunday,1450001265.0,1,FROZEN FOODS,1752.0
38,112888,Tuesday,8768400100.0,1,DSD GROCERY,4624.0
40,64342,Monday,30041668821.0,1,PERSONAL CARE,402.0
15,171656,Thursday,76804407080.0,1,"CANDY, TOBACCO, COOKIES",39.0
39,1220,Friday,7874202986.0,1,SERVICE DELI,4076.0
35,181787,Saturday,2840042210.0,2,DSD GROCERY,9257.0
40,164056,Wednesday,7874202610.0,3,PETS AND SUPPLIES,1948.0
25,177732,Friday,5107101035.0,1,MENS WEAR,1605.0
40,172891,Friday,4161111005.0,1,PERSONAL CARE,801.0
39,137635,Saturday,4369500239.0,1,FROZEN FOODS,1952.0
44,8912,Saturday,82194205229.0,1,LADIESWEAR,1268.0
36,135765,Friday,68113102925.0,1,PHARMACY OTC,2154.0
40,132790,Friday,3000016910.0,1,DSD GROCERY,4669.0
25,173404,Friday,7800011316.0,1,DSD GROCERY,2403.0
39,76843,Wednesday,6827491146.0,2,DSD GROCERY,9215.0
7,31373,Tuesday,78616200350.0,2,DSD GROCERY,3005.0
30,163834,Wednesday,72936758857.0,1,JEWELRY AND SUNGLASSES,1546.0
39,116388,Tuesday,7024712774.0,1,MEAT - FRESH & FROZEN,6537.0
40,181442,Saturday,3620000550.0,1,GROCERY DRY GOODS,2402.0
24,62956,Sunday,66553830610.0,1,BATH AND SHOWER,1431.0
37,28729,Tuesday,4046.0,1,PRODUCE,5620.0
37,173036,Friday,3338320027.0,1,PRODUCE,3601.0
33,92820,Friday,1254661959.0,1,IMPULSE MERCHANDISE,135.0
9,76091,Wednesday,73785778889.0,1,AUTOMOTIVE,4006.0
37,134524,Friday,3338353310.0,1,PRODUCE,4145.0
15,99403,Saturday,3700034885.0,1,HOUSEHOLD PAPER GOODS,4005.0
39,136754,Friday,7047000325.0,1,DAIRY,1351.0
39,19711,Monday,38137001531.0,1,BEAUTY,4020.0
36,143626,Sunday,4470036002.0,2,PRE PACKED DELI,7651.0
3,45048,Friday,60538812236.0,1,FINANCIAL SERVICES,278.0
25,156796,Tuesday,3444194709.0,1,COOK AND DINE,2535.0
40,22445,Monday,4280000883.0,1,FROZEN FOODS,1953.0
39,137783,Saturday,60308426014.0,1,PERSONAL CARE,5510.0
44,18052,Sunday,2600001322.0,1,OFFICE SUPPLIES,6684.0
39,100490,Sunday,7906801231.0,1,PERSONAL CARE,3070.0
27,34690,Wednesday,4687858684.0,1,LAWN AND GARDEN,4022.0
33,190070,Sunday,3700091377.0,2,HOUSEHOLD CHEMICALS/SUPP,8942.0
37,73152,Tuesday,3082.0,1,PRODUCE,8400.0
12,137941,Saturday,7800001305.0,1,DSD GROCERY,2403.0
25,107828,Monday,73975432670.0,1,LADIESWEAR,572.0
8,55522,Saturday,60538871462.0,1,DAIRY,9115.0
42,137540,Saturday,3700020830.0,1,HOUSEHOLD CHEMICALS/SUPP,720.0
7,32594,Wednesday,3338365020.0,1,PRODUCE,7501.0
40,191243,Sunday,30045029604.0,1,PHARMACY OTC,2031.0
40,126896,Thursday,2733100033.0,1,COMM BREAD,3706.0
15,138540,Saturday,6700882851.0,1,CELEBRATION,787.0
24,103721,Sunday,4950800310.0,1,DSD GROCERY,3351.0
15,6615,Saturday,7092210371.0,1,HOUSEHOLD CHEMICALS/SUPP,59.0
44,186968,Sunday,4155445220.0,1,BEAUTY,2230.0
37,133093,Friday,68113138748.0,1,PRODUCE,6801.0
36,51821,Saturday,60538862097.0,1,FINANCIAL SERVICES,0.0
40,148040,Sunday,1200080996.0,1,DSD GROCERY,9516.0
39,133346,Friday,3700085837.0,1,HOUSEHOLD CHEMICALS/SUPP,7001.0
36,129666,Thursday,5114190482.0,1,HARDWARE,331.0
44,179600,Saturday,4736251330.0,1,LAWN AND GARDEN,110.0
42,188236,Sunday,4300002825.0,1,DSD GROCERY,4624.0
8,156501,Tuesday,3338340010.0,1,PRODUCE,6201.0
40,54732,Saturday,4812127707.0,2,COMM BREAD,3719.0
36,92055,Friday,31254742267.0,1,PERSONAL CARE,801.0
39,182731,Saturday,30234087638.0,1,PHARMACY OTC,4006.0
40,189533,Sunday,3400000009.0,1,IMPULSE MERCHANDISE,145.0
5,68649,Monday,38137116142.0,1,PHARMACY OTC,3523.0
27,90397,Friday,72398700037.0,1,HARDWARE,1600.0
37,76490,Wednesday,3338365020.0,1,PRODUCE,7501.0
7,109939,Monday,60538816048.0,1,SHOES,8205.0
38,101615,Sunday,2500005466.0,1,DAIRY,1407.0
30,13166,Sunday,4741731330.0,1,ACCESSORIES,577.0
7,112756,Tuesday,7874237328.0,1,GROCERY DRY GOODS,2453.0
40,182303,Saturday,4627.0,1,PRODUCE,8603.0
36,49847,Saturday,60538856321.0,1,BEAUTY,4541.0
25,164309,Wednesday,7533866432.0,1,MENS WEAR,5005.0
39,40817,Thursday,7874203346.0,1,DSD GROCERY,3563.0
38,36930,Wednesday,7209202424.0,1,DSD GROCERY,4655.0
39,114792,Tuesday,8768400097.0,1,DSD GROCERY,4624.0
40,50176,Saturday,7172085000.0,1,"CANDY, TOBACCO, COOKIES",707.0
18,180372,Saturday,2652191782.0,1,CELEBRATION,787.0
39,23637,Monday,1111140453.0,1,PERSONAL CARE,3181.0
40,83366,Thursday,1200001311.0,1,DSD GROCERY,9205.0
39,134663,Friday,2900001947.0,1,DSD GROCERY,3560.0
37,151921,Monday,68113109133.0,1,PRODUCE,7650.0
40,101945,Sunday,2370000005.0,1,MEAT - FRESH & FROZEN,6150.0
42,72607,Tuesday,4178900231.0,1,GROCERY DRY GOODS,3116.0
36,41063,Thursday,3500026921.0,1,PERSONAL CARE,3154.0
38,170899,Thursday,3800039136.0,1,GROCERY DRY GOODS,3600.0
6,73943,Tuesday,8312000006.0,1,"LIQUOR,WINE,BEER",2000.0
21,163862,Wednesday,4155428693.0,1,BEAUTY,1285.0
36,25254,Monday,2340000655.0,2,HOUSEHOLD CHEMICALS/SUPP,1555.0
33,34995,Wednesday,82982601190.0,1,LADIESWEAR,9029.0
40,190746,Sunday,30521017900.0,1,PERSONAL CARE,3010.0
39,19683,Sunday,8079380857.0,1,DSD GROCERY,3004.0
40,51382,Saturday,22517800000.0,1,SEAFOOD,1077.0
36,7848,Saturday,3993815045.0,1,CELEBRATION,251.0
40,167255,Thursday,4900002468.0,1,DSD GROCERY,3042.0
40,93803,Saturday,7225091571.0,1,COMM BREAD,3703.0
9,138489,Saturday,8356805000.0,1,TOYS,1217.0
24,19670,Sunday,2430004362.0,1,COMM BREAD,3709.0
25,63154,Sunday,68113103116.0,1,PHARMACY OTC,2232.0
39,108463,Monday,7432309103.0,1,COMM BREAD,3770.0
39,37747,Thursday,7222300060.0,1,GROCERY DRY GOODS,2652.0
5,26061,Tuesday,7874208285.0,1,PHARMACY OTC,253.0
33,5460,Friday,3700084922.0,1,HOUSEHOLD CHEMICALS/SUPP,505.0
8,60048,Sunday,4499.0,1,PRODUCE,2007.0
20,103934,Sunday,65006600006.0,1,PHARMACY OTC,4079.0
24,180804,Saturday,76705279419.0,1,PETS AND SUPPLIES,1146.0
30,130900,Friday,64541659391.0,1,CELEBRATION,36.0
33,6956,Saturday,3700088234.0,1,HOUSEHOLD PAPER GOODS,1006.0
7,30273,Tuesday,7100766301.0,1,FROZEN FOODS,4065.0
39,108543,Monday,3400012031.0,1,"CANDY, TOBACCO, COOKIES",83.0
42,143040,Saturday,1768122049.0,2,BOOKS AND MAGAZINES,491.0
15,132445,Friday,1117937431.0,2,CELEBRATION,131.0
40,103349,Sunday,2400016722.0,1,GROCERY DRY GOODS,2755.0
31,46438,Friday,8500000217.0,1,"LIQUOR,WINE,BEER",2101.0
28,105030,Sunday,2775205512.0,1,SPORTING GOODS,3324.0
39,2819,Friday,67852304103.0,1,GROCERY DRY GOODS,2510.0
38,109211,Monday,60538816697.0,1,SHOES,3231.0
40,107354,Monday,76594046359.0,2,FABRICS AND CRAFTS,2650.0
42,73867,Tuesday,7617462000.0,1,HARDWARE,6824.0
15,133555,Friday,4900001278.0,1,DSD GROCERY,9550.0
24,98749,Saturday,8350208811.0,1,PHARMACY OTC,931.0
42,32433,Wednesday,64541698855.0,1,CELEBRATION,1805.0
42,5798,Friday,64541637353.0,1,CELEBRATION,10.0
6,76041,Wednesday,2820000384.0,1,"CANDY, TOBACCO, COOKIES",8012.0
40,59358,Sunday,2548400029.0,2,PRODUCE,4400.0
24,2498,Friday,2800053970.0,1,"CANDY, TOBACCO, COOKIES",115.0
8,181997,Saturday,89470001013.0,1,DAIRY,1431.0
40,102027,Sunday,7874203905.0,1,GROCERY DRY GOODS,3304.0
39,71594,Tuesday,7874204017.0,1,HOUSEHOLD PAPER GOODS,110.0
40,109118,Monday,2200001132.0,1,"CANDY, TOBACCO, COOKIES",221.0
39,88829,Friday,4000049602.0,1,"CANDY, TOBACCO, COOKIES",82.0
40,16701,Sunday,60764513603.0,1,MENS WEAR,674.0
24,62649,Sunday,66553840615.0,1,BATH AND SHOWER,1724.0
18,76587,Wednesday,7261346047.0,1,HOUSEHOLD CHEMICALS/SUPP,516.0
40,146826,Sunday,2240064150.0,1,PERSONAL CARE,5044.0
40,187458,Sunday,4020.0,1,PRODUCE,1202.0
24,42011,Thursday,87521700869.0,1,COOK AND DINE,1211.0
8,82601,Thursday,3400049108.0,1,"CANDY, TOBACCO, COOKIES",78.0
40,127638,Thursday,4683100014.0,1,HOUSEHOLD CHEMICALS/SUPP,9030.0
40,164468,Wednesday,4650074242.0,1,HOUSEHOLD CHEMICALS/SUPP,1555.0
8,157898,Tuesday,7780241391.0,1,BEAUTY,2130.0
40,64024,Monday,7152400019.0,1,GROCERY DRY GOODS,3000.0
39,77082,Wednesday,2800051780.0,1,GROCERY DRY GOODS,2707.0
43,142010,Saturday,84023710012.0,1,TOYS,5315.0
25,129321,Thursday,5818597705.0,1,LADIESWEAR,562.0
40,74837,Tuesday,84105800721.0,1,PERSONAL CARE,1409.0
40,68267,Monday,4900004574.0,1,DSD GROCERY,4611.0
40,124383,Wednesday,880940387771.0,1,MENS WEAR,1523.0
37,103410,Sunday,76163520200.0,1,PRODUCE,3501.0
44,457,Friday,20237400000.0,1,MEAT - FRESH & FROZEN,6018.0
7,95219,Saturday,7874298678.0,2,BAKERY,5006.0
40,19243,Sunday,2430003185.0,1,GROCERY DRY GOODS,3601.0
32,47097,Friday,2840016199.0,2,IMPULSE MERCHANDISE,808.0
39,25579,Monday,2500001921.0,1,DAIRY,1407.0
39,65214,Monday,7410895119.0,1,PERSONAL CARE,5124.0
21,133188,Friday,7535310467.0,1,OFFICE SUPPLIES,3550.0
40,145677,Sunday,5210002741.0,1,GROCERY DRY GOODS,4252.0
26,8,Friday,3019294203.0,1,PAINT AND ACCESSORIES,2801.0
40,115827,Tuesday,2840007103.0,1,DSD GROCERY,9267.0
42,33137,Wednesday,1254661267.0,1,IMPULSE MERCHANDISE,135.0
42,125411,Thursday,1326263734.0,1,"GIRLS WEAR, 4-6X  AND 7-14",800.0
40,52576,Saturday,7874203358.0,1,GROCERY DRY GOODS,3131.0
33,150641,Monday,2840011895.0,1,DSD GROCERY,7002.0
40,17186,Sunday,68833992319.0,1,COMM BREAD,3792.0
7,122896,Wednesday,68113191678.0,1,SERVICE DELI,3051.0
38,191337,Sunday,7874201510.0,1,GROCERY DRY GOODS,4601.0
38,182232,Saturday,7874235188.0,1,DAIRY,1508.0
27,180219,Saturday,2200000665.0,1,IMPULSE MERCHANDISE,135.0
35,56181,Sunday,4800000262.0,2,GROCERY DRY GOODS,2907.0
40,9180,Saturday,7874237006.0,1,GROCERY DRY GOODS,4201.0
24,87844,Friday,9404600410.0,1,COOK AND DINE,2446.0
39,121440,Wednesday,30869157810.0,1,PERSONAL CARE,3040.0
39,5558,Friday,2840006404.0,1,DSD GROCERY,7002.0
7,77595,Wednesday,4178900232.0,1,GROCERY DRY GOODS,3116.0
39,98934,Saturday,7680000691.0,1,DAIRY,8004.0
38,112631,Monday,60538871457.0,1,DAIRY,9100.0
9,85854,Thursday,4400000680.0,1,IMPULSE MERCHANDISE,804.0
38,176425,Friday,7965605085.0,1,BEAUTY,6000.0
39,50648,Saturday,2840007095.0,1,DSD GROCERY,9264.0
40,12486,Saturday,4160814078.0,1,PHARMACY OTC,4500.0
39,20093,Monday,3600034330.0,1,PERSONAL CARE,3063.0
25,180370,Saturday,880615609701.0,1,"GIRLS WEAR, 4-6X  AND 7-14",5738.0
5,181193,Saturday,80240400446.0,2,HOME MANAGEMENT,8103.0
40,145618,Sunday,7533832230.0,1,BOYS WEAR,603.0
7,168298,Thursday,7225004319.0,2,COMM BREAD,3702.0
40,82692,Thursday,60538818839.0,1,DAIRY,1302.0
40,97052,Saturday,1834175102.0,1,"LIQUOR,WINE,BEER",2303.0
40,35835,Wednesday,60538816682.0,1,SHOES,6318.0
39,178698,Saturday,4129440199.0,1,HOUSEHOLD CHEMICALS/SUPP,55.0
999,8583,Saturday,1230000093.0,1,"CANDY, TOBACCO, COOKIES",8012.0
36,59695,Sunday,7780201802.0,2,BEAUTY,2220.0
40,71208,Tuesday,4154802486.0,1,FROZEN FOODS,1853.0
22,103903,Sunday,75375912183.0,1,ELECTRONICS,3405.0
38,32540,Wednesday,7874243304.0,1,GROCERY DRY GOODS,3252.0
40,166518,Wednesday,4129440112.0,1,HOUSEHOLD CHEMICALS/SUPP,55.0
40,53417,Saturday,7224013381.0,2,PRODUCE,3108.0
38,152713,Monday,7874235201.0,1,DAIRY,1515.0
37,148168,Sunday,7047000310.0,1,DAIRY,1351.0
27,93651,Saturday,2615691140.0,1,LAWN AND GARDEN,901.0
37,7361,Saturday,4827.0,1,PRODUCE,4160.0
40,10235,Saturday,1150921161.0,1,PERSONAL CARE,1404.0
8,111805,Monday,2800008040.0,1,"CANDY, TOBACCO, COOKIES",521.0
42,51583,Saturday,7569130034.0,1,FABRICS AND CRAFTS,6899.0
40,22331,Monday,5100012114.0,1,GROCERY DRY GOODS,3106.0
38,116963,Tuesday,4133400154.0,2,PETS AND SUPPLIES,5610.0
39,149775,Sunday,1312000133.0,1,FROZEN FOODS,1801.0
40,187093,Sunday,4138309072.0,1,DAIRY,1505.0
40,34089,Wednesday,4900002892.0,1,DSD GROCERY,9515.0
9,89967,Friday,2006624742.0,2,PAINT AND ACCESSORIES,1029.0
39,21102,Monday,1650055532.0,1,PHARMACY OTC,1300.0
3,7955,Saturday,68113163353.0,1,FINANCIAL SERVICES,277.0
37,75123,Tuesday,64541689174.0,1,CELEBRATION,36.0
40,138619,Saturday,7874228312.0,1,GROCERY DRY GOODS,2452.0
39,140632,Saturday,2100000728.0,1,DAIRY,7956.0
40,189230,Sunday,2430004102.0,1,COMM BREAD,3707.0
40,17695,Sunday,60538818863.0,1,HOUSEHOLD PAPER GOODS,6030.0
38,34179,Wednesday,7874298209.0,2,BAKERY,5017.0
37,131426,Friday,3710217008.0,1,PRODUCE,7815.0
38,126455,Thursday,7874204025.0,1,HOUSEHOLD PAPER GOODS,1008.0
25,104414,Sunday,60156033376.0,1,MENS WEAR,151.0
25,181666,Saturday,7871544488.0,1,MENS WEAR,4900.0
7,45435,Friday,20234800000.0,1,SERVICE DELI,4042.0
40,62088,Sunday,78616200151.0,2,DSD GROCERY,9216.0
40,91470,Friday,4178900115.0,1,GROCERY DRY GOODS,3120.0
38,163759,Wednesday,76789854571.0,1,MENS WEAR,4847.0
7,162845,Wednesday,2430083938.0,2,COMM BREAD,2286.0
36,182324,Saturday,1966300600.0,1,PERSONAL CARE,6129.0
34,70106,Tuesday,694911160018.0,1,HARDWARE,6230.0
40,92989,Friday,7874209248.0,1,PRE PACKED DELI,7550.0
42,55547,Saturday,7089641354.0,1,CELEBRATION,58.0
40,25444,Monday,1600041651.0,1,GROCERY DRY GOODS,3559.0
24,48483,Friday,7342000011.0,1,DAIRY,1353.0
40,17454,Sunday,9518801128.0,2,DSD GROCERY,4644.0
39,90203,Friday,4470000744.0,1,PRE PACKED DELI,7506.0
5,32615,Wednesday,64541691594.0,1,CELEBRATION,801.0
39,101095,Sunday,7278500343.0,1,BEAUTY,3300.0
40,65434,Monday,1340935175.0,1,GROCERY DRY GOODS,2351.0
40,177442,Friday,4171623221.0,1,DAIRY,7953.0
7,33400,Wednesday,7874243027.0,2,FROZEN FOODS,1801.0
44,6915,Saturday,88530617350.0,1,BOYS WEAR,4351.0
39,96789,Saturday,4317.0,1,PRODUCE,6601.0
44,182102,Saturday,2113150490.0,1,FROZEN FOODS,1901.0
36,55868,Saturday,4740031386.0,2,PERSONAL CARE,1411.0
9,125483,Thursday,60538807101.0,1,HARDWARE,4509.0
36,183290,Saturday,87634600033.0,1,PERSONAL CARE,8101.0
35,86433,Thursday,61126910171.0,1,DSD GROCERY,3467.0
35,105159,Sunday,3082.0,1,PRODUCE,8400.0
7,68818,Monday,3620000217.0,1,GROCERY DRY GOODS,2410.0
15,57946,Sunday,6700831436.0,1,CELEBRATION,501.0
40,123620,Wednesday,5200032012.0,1,DSD GROCERY,4606.0
37,155509,Monday,7192194947.0,1,FROZEN FOODS,9115.0
39,123571,Wednesday,8768400107.0,1,DSD GROCERY,4624.0
25,40659,Thursday,67609254872.0,1,MENS WEAR,1857.0
36,141316,Saturday,4155405676.0,1,BEAUTY,2230.0
29,72278,Tuesday,72400461659.0,1,PHARMACY OTC,3037.0
40,145488,Sunday,7184004281.0,1,PRODUCE,7120.0
42,111562,Monday,4000049584.0,1,"CANDY, TOBACCO, COOKIES",82.0
20,62001,Sunday,1527275740.0,1,HOME MANAGEMENT,7116.0
40,127101,Thursday,7874237014.0,1,GROCERY DRY GOODS,2652.0
38,45516,Friday,88810911078.0,1,COMM BREAD,3705.0
7,101513,Sunday,68113181232.0,1,PHARMACY OTC,3749.0
44,28746,Tuesday,4741738520.0,1,ACCESSORIES,185.0
40,133087,Friday,2800051780.0,1,GROCERY DRY GOODS,2707.0
3,189091,Sunday,60538896309.0,1,FINANCIAL SERVICES,276.0
44,154380,Monday,65577200825.0,1,COOK AND DINE,527.0
43,2742,Friday,88491200237.0,1,GROCERY DRY GOODS,3555.0
36,82831,Thursday,4116760352.0,1,PERSONAL CARE,5055.0
40,6718,Saturday,4460071175.0,1,LAWN AND GARDEN,50.0
37,57356,Sunday,2575100988.0,1,MEAT - FRESH & FROZEN,6200.0
8,39478,Thursday,5000069386.0,1,DAIRY,1513.0
26,154837,Monday,3400000009.0,1,IMPULSE MERCHANDISE,145.0
8,106602,Sunday,1200001276.0,1,DSD GROCERY,3052.0
35,45985,Friday,6343589100.0,6,HOUSEHOLD PAPER GOODS,2022.0
8,62039,Sunday,61126954601.0,1,DSD GROCERY,3467.0
39,94153,Saturday,7874207506.0,2,DAIRY,7957.0
9,11478,Saturday,4900000044.0,1,DSD GROCERY,9546.0
40,97506,Saturday,1920077182.0,1,HOUSEHOLD CHEMICALS/SUPP,3815.0
40,149467,Sunday,4050.0,1,PRODUCE,6501.0
32,89143,Friday,1325930712.0,1,INFANT APPAREL,6671.0
